anho,mes,dia,hora,object_id,position_x,position_y,sector
2020,01,25,23:23:27,0,215,134,pasillo
2020,01,25,23:23:27,0,218,139,pasillo
2020,01,25,23:23:27,0,217,144,pasillo
2020,01,25,23:23:27,0,217,150,pasillo
2020,01,25,23:23:27,0,219,155,pasillo
2020,01,25,23:23:27,0,218,161,pasillo
2020,01,25,23:23:27,0,220,164,pasillo
2020,01,25,23:23:27,0,217,167,pasillo
2020,01,25,23:23:27,0,219,171,pasillo
2020,01,25,23:23:27,0,220,174,pasillo
2020,01,25,23:23:27,0,219,180,pasillo
2020,01,25,23:23:27,0,220,183,pasillo
2020,01,25,23:23:27,0,219,188,pasillo
2020,01,25,23:23:27,0,219,194,pasillo
2020,01,25,23:23:27,0,221,198,pasillo
2020,01,25,23:23:27,0,220,203,pasillo
2020,01,25,23:23:27,0,219,209,pasillo
2020,01,25,23:23:27,0,218,214,pasillo
2020,01,25,23:23:27,0,217,221,pasillo
2020,01,25,23:23:27,0,217,225,pasillo
2020,01,25,23:23:27,0,219,229,pasillo
2020,01,25,23:23:27,0,218,234,pasillo
2020,01,25,23:23:27,0,217,239,pasillo
2020,01,25,23:23:27,0,216,243,pasillo
2020,01,25,23:23:27,0,218,248,pasillo
2020,01,25,23:23:27,0,218,253,pasillo
2020,01,25,23:23:27,0,218,257,pasillo
2020,01,25,23:23:27,0,220,261,pasillo
2020,01,25,23:23:27,0,219,266,pasillo
